text,is_retweet,time,text_cleaned,slogans,love trumps hate,stronger together,hillary for america,i'm with her,maga,make america great again,america first,Cliton,Trump
"We believe that everyone has value.
We believe that everyone's created equal.
We believe that love trumps hate.
https://t.co/tTgeqxNqYm",False,2016-09-21T19:12:46,"['we', 'believe', 'that', 'everyone', 'has', 'value', 'we', 'believe', 'that', 'everyones', 'created', 'equal', 'we', 'believe', 'that', 'love', 'trumps', 'hate']",['love trumps hate'],1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
"Let’s make clear that love trumps hate—not just this November, but always. https://t.co/wDxspmxT9Q",False,2016-09-19T19:03:31,"['lets', 'make', 'clear', 'that', 'love', 'trumps', 'hatenot', 'just', 'this', 'november', 'but', 'always']",['love trumps hate'],1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
"""We deserve a president…who believes that each of us is part of the American story, and we’re always stronger together.” —@FLOTUS",False,2016-09-16T19:27:44,"['we', 'deserve', 'a', 'presidentwho', 'believes', 'that', 'each', 'of', 'us', 'is', 'part', 'of', 'the', 'american', 'story', 'and', 'were', 'always', 'stronger', 'together']",['stronger together'],0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0
Let’s build a future where love trumps hate. https://t.co/tTgeqxNqYm,False,2016-09-16T14:05:45,"['lets', 'build', 'a', 'future', 'where', 'love', 'trumps', 'hate']",['love trumps hate'],1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
“She knows that love trumps hate.” —@POTUS on Hillary,False,2016-09-13T18:12:17,"['she', 'knows', 'that', 'love', 'trumps', 'hate', 'on', 'hillary']",['love trumps hate'],1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
We can build a future where we’re stronger together. That’s who we are as Americans. Text JOIN to 47246 to get involved.,False,2016-09-08T17:25:24,"['we', 'can', 'build', 'a', 'future', 'where', 'were', 'stronger', 'together', 'thats', 'who', 'we', 'are', 'as', 'americans', 'text', 'join', 'to', '47246', 'to', 'get', 'involved']",['stronger together'],0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0
Stronger together. https://t.co/6qmOJ39K56,True,2016-09-06T03:36:22,"['stronger', 'together']",['stronger together'],0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0
"We're stronger together—and the diversity of our athletes in Rio proved it.
https://t.co/YYflz51Y9Y",False,2016-08-28T19:40:35,"['were', 'stronger', 'togetherand', 'the', 'diversity', 'of', 'our', 'athletes', 'in', 'rio', 'proved', 'it']",['stronger together'],0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0
We're live on Facebook giving a demo of our Hillary for America mobile app. Tune in to get an inside look: https://t.co/0wuPE0hMcL.,True,2016-08-07T21:56:58,"['were', 'live', 'on', 'facebook', 'giving', 'a', 'demo', 'of', 'our', 'hillary', 'for', 'america', 'mobile', 'app', 'tune', 'in', 'to', 'get', 'an', 'inside', 'look']",['hillary for america'],0.0,0.0,1.0,0.0,0.0,0.0,0.0,1,0
Stronger Together comes out in Sept—a book on Hillary's policy plans and vision for America: https://t.co/okQWnu725t https://t.co/lzyuvRstpt,False,2016-08-05T18:29:22,"['stronger', 'together', 'comes', 'out', 'in', 'septa', 'book', 'on', 'hillarys', 'policy', 'plans', 'and', 'vision', 'for', 'america']",['stronger together'],0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0
"""Our Founders came together to create one nation because they knew what we know: We are stronger together."" —Hillary",False,2016-07-29T17:35:27,"['our', 'founders', 'came', 'together', 'to', 'create', 'one', 'nation', 'because', 'they', 'knew', 'what', 'we', 'know', 'we', 'are', 'stronger', 'together', 'hillary']",['stronger together'],0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0
"In America, we’re always stronger together. https://t.co/7TJgiJiqzv",False,2016-07-29T03:30:34,"['in', 'america', 'were', 'always', 'stronger', 'together']",['stronger together'],0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0
"""Yes, the world is watching what we do.
Yes, America's destiny is ours to choose.
So let's be stronger together my fellow Americans!""",False,2016-07-29T03:27:51,"['yes', 'the', 'world', 'is', 'watching', 'what', 'we', 'do', 'yes', 'americas', 'destiny', 'is', 'ours', 'to', 'choose', 'so', 'lets', 'be', 'stronger', 'together', 'my', 'fellow', 'americans']",['stronger together'],0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0
"""'Stronger Together’ is...not just a slogan for our campaign. It’s a guiding principle for the country we’ve always been."" —Hillary",False,2016-07-29T02:46:38,"['stronger', 'together', 'isnot', 'just', 'a', 'slogan', 'for', 'our', 'campaign', 'its', 'a', 'guiding', 'principle', 'for', 'the', 'country', 'weve', 'always', 'been', 'hillary']",['stronger together'],0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0
"""Our Founders embraced the enduring truth that we are stronger together.” —Hillary",False,2016-07-29T02:38:50,"['our', 'founders', 'embraced', 'the', 'enduring', 'truth', 'that', 'we', 'are', 'stronger', 'together', 'hillary']",['stronger together'],0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0
"""We don’t fear the future; we shape it, we embrace it, as one people, stronger together than we are on our own.” —@POTUS",False,2016-07-28T03:35:42,"['we', 'dont', 'fear', 'the', 'future', 'we', 'shape', 'it', 'we', 'embrace', 'it', 'as', 'one', 'people', 'stronger', 'together', 'than', 'we', 'are', 'on', 'our', 'own']",['stronger together'],0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0
"""What I see is Americans of every party, every background, every faith who believe that we are stronger together.” —@POTUS",False,2016-07-28T03:06:25,"['what', 'i', 'see', 'is', 'americans', 'of', 'every', 'party', 'every', 'background', 'every', 'faith', 'who', 'believe', 'that', 'we', 'are', 'stronger', 'together']",['stronger together'],0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0
Hillary's ready because of her heart. She's ready because of her experience. She's ready because she knows we're stronger together.,True,2016-07-28T02:36:07,"['hillarys', 'ready', 'because', 'of', 'her', 'heart', 'shes', 'ready', 'because', 'of', 'her', 'experience', 'shes', 'ready', 'because', 'she', 'knows', 'were', 'stronger', 'together']",['stronger together'],0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0
"""Hillary will make us stronger together. You know it because she’s spent a lifetime doing it."" —@BillClinton https://t.co/U0y83WGCr2",False,2016-07-27T18:36:48,"['hillary', 'will', 'make', 'us', 'stronger', 'together', 'you', 'know', 'it', 'because', 'shes', 'spent', 'a', 'lifetime', 'doing', 'it']",['stronger together'],0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0
“Hillary will make us stronger together. You know it because she spent a lifetime doing it.” —@BillClinton https://t.co/MLSDqDUhmf,False,2016-07-27T02:55:31,"['hillary', 'will', 'make', 'us', 'stronger', 'together', 'you', 'know', 'it', 'because', 'she', 'spent', 'a', 'lifetime', 'doing', 'it']",['stronger together'],0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0
"""Let’s declare: Love trumps hate!” —@AmericaFerrera and @LenaDunham https://t.co/F1SdYjsPmX",False,2016-07-27T00:56:33,"['lets', 'declare', 'love', 'trumps', 'hate', 'and']",['love trumps hate'],1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
Stronger together. https://t.co/9x1zuMqFfs,False,2016-07-26T22:55:17,"['stronger', 'together']",['stronger together'],0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0
"“If you believe we are stronger together, then let’s work our hearts out to make Hillary Clinton the next president.” —@ElizabethForMA",False,2016-07-26T02:45:12,"['if', 'you', 'believe', 'we', 'are', 'stronger', 'together', 'then', 'lets', 'work', 'our', 'hearts', 'out', 'to', 'make', 'hillary', 'clinton', 'the', 'next', 'president']",['stronger together'],0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0
"""We don’t turn against each other—no, we listen to each other. We lean on each other because we are always stronger together."" —@FLOTUS",False,2016-07-26T02:15:11,"['we', 'dont', 'turn', 'against', 'each', 'otherno', 'we', 'listen', 'to', 'each', 'other', 'we', 'lean', 'on', 'each', 'other', 'because', 'we', 'are', 'always', 'stronger', 'together']",['stronger together'],0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0
"No matter who you supported in the primary, we are united and stronger together. #DemsInPhilly https://t.co/C3Ynm21jKo",True,2016-07-26T01:26:00,"['no', 'matter', 'who', 'you', 'supported', 'in', 'the', 'primary', 'we', 'are', 'united', 'and', 'stronger', 'together']",['stronger together'],0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0
"""The best way I can sum up what I hope this election will lead to...is: Love trumps hate."" —Hillary",False,2016-07-22T22:14:50,"['the', 'best', 'way', 'i', 'can', 'sum', 'up', 'what', 'i', 'hope', 'this', 'election', 'will', 'lead', 'tois', 'love', 'trumps', 'hate', 'hillary']",['love trumps hate'],1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
"""He sure doesn’t speak for me, because I know we are stronger together, and that’s what we’re going to be."" —Hillary on Trump",False,2016-07-22T22:04:29,"['he', 'sure', 'doesnt', 'speak', 'for', 'me', 'because', 'i', 'know', 'we', 'are', 'stronger', 'together', 'and', 'thats', 'what', 'were', 'going', 'to', 'be', 'hillary', 'on', 'trump']",['stronger together'],0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0
"In America, we lift each other up. We build bridges, not walls. We stand together because we're stronger together.
https://t.co/6NtMyqjG4o",False,2016-07-14T00:16:40,"['in', 'america', 'we', 'lift', 'each', 'other', 'up', 'we', 'build', 'bridges', 'not', 'walls', 'we', 'stand', 'together', 'because', 'were', 'stronger', 'together']",['stronger together'],0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0
"In America, we're always stronger together. https://t.co/s9wAMfIywe",False,2016-07-13T14:40:06,"['in', 'america', 'were', 'always', 'stronger', 'together']",['stronger together'],0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0
"America has always been a country of ""we,"" not ""me."" And we've always been stronger together. https://t.co/hInlN74PFR",False,2016-06-15T03:13:24,"['america', 'has', 'always', 'been', 'a', 'country', 'of', 'we', 'not', 'me', 'and', 'weve', 'always', 'been', 'stronger', 'together']",['stronger together'],0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0
"""I’ve seen her judgment, toughness, and commitment to our values up close. ... I'm with her."" —@POTUS https://t.co/DzKgMFgdmP",False,2016-06-09T22:38:31,"['ive', 'seen', 'her', 'judgment', 'toughness', 'and', 'commitment', 'to', 'our', 'values', 'up', 'close', 'im', 'with', 'her']","[""i'm with her""]",0.0,0.0,0.0,1.0,0.0,0.0,0.0,1,0
“It’s a simple but powerful idea: We believe that we are stronger together.” —Hillary https://t.co/BpXIJZNcDy,False,2016-06-09T02:41:12,"['its', 'a', 'simple', 'but', 'powerful', 'idea', 'we', 'believe', 'that', 'we', 'are', 'stronger', 'together', 'hillary']",['stronger together'],0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0
"It’s a simple but powerful idea. 

We are fairer together. 

We are better together. 

We are stronger together. https://t.co/aWCQon5U7q",False,2016-06-08T02:31:46,"['its', 'a', 'simple', 'but', 'powerful', 'idea', 'we', 'are', 'fairer', 'together', 'we', 'are', 'better', 'together', 'we', 'are', 'stronger', 'together']",['stronger together'],0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0
"We’re stronger together. When we embrace immigrants, not denigrate them. When we build bridges, not walls.",False,2016-05-25T18:02:01,"['were', 'stronger', 'together', 'when', 'we', 'embrace', 'immigrants', 'not', 'denigrate', 'them', 'when', 'we', 'build', 'bridges', 'not', 'walls']",['stronger together'],0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0
"""The lesson of our history, through good times and hard times, is that we’re stronger together."" —Hillary https://t.co/Cc6RChzCqE",False,2016-05-23T18:26:08,"['the', 'lesson', 'of', 'our', 'history', 'through', 'good', 'times', 'and', 'hard', 'times', 'is', 'that', 'were', 'stronger', 'together', 'hillary']",['stronger together'],0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0
@MaryKayHenry Nobody knows better than unions that we’re stronger together. Honored to join you all in the fight for working families.,False,2016-05-23T16:59:42,"['nobody', 'knows', 'better', 'than', 'unions', 'that', 'were', 'stronger', 'together', 'honored', 'to', 'join', 'you', 'all', 'in', 'the', 'fight', 'for', 'working', 'families']",['stronger together'],0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0
"""Let’s keep going together.
Let’s organize and mobilize.
Let’s make sure that love trumps hate."" —Hillary",False,2016-05-02T00:59:57,"['lets', 'keep', 'going', 'together', 'lets', 'organize', 'and', 'mobilize', 'lets', 'make', 'sure', 'that', 'love', 'trumps', 'hate', 'hillary']",['love trumps hate'],1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
"Imagine a tomorrow where hard work is honored, families are supported, communities are strong, and love trumps hate.
https://t.co/PaSVdd4MH6",False,2016-04-27T03:06:48,"['imagine', 'a', 'tomorrow', 'where', 'hard', 'work', 'is', 'honored', 'families', 'are', 'supported', 'communities', 'are', 'strong', 'and', 'love', 'trumps', 'hate']",['love trumps hate'],1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
"""Imagine a tomorrow where...love trumps hate.” —Hillary",False,2016-04-27T01:26:30,"['imagine', 'a', 'tomorrow', 'wherelove', 'trumps', 'hate', 'hillary']",['love trumps hate'],1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0
"'CNBC, Time magazine online polls say Donald Trump won the first presidential debate' via @WashTimes. #MAGA
https://t.co/PGimqYKPoJ",False,2016-09-27T20:06:25,"['cnbc', 'time', 'magazine', 'online', 'polls', 'say', 'donald', 'trump', 'won', 'the', 'first', 'presidential', 'debate', 'via']",['maga'],0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1
"In the last 24 hrs. we have raised over $13M from online donations and National Call Day, and we’re still going! Thank you America! #MAGA",False,2016-09-27T19:37:22,"['in', 'the', 'last', '24', 'hrs', 'we', 'have', 'raised', 'over', '13m', 'from', 'online', 'donations', 'and', 'national', 'call', 'day', 'and', 'were', 'still', 'going', 'thank', 'you', 'america']",['maga'],0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1
"Thank you for your endorsement, @GovernorSununu. #MAGA 
https://t.co/8BEeQPsuyd",False,2016-09-27T16:58:58,"['thank', 'you', 'for', 'your', 'endorsement']",['maga'],0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1
"Such a great honor. Final debate polls are in - and the MOVEMENT wins!
#AmericaFirst #MAGA #ImWithYou… https://t.co/DV1BKMwHEM",False,2016-09-27T15:47:29,"['such', 'a', 'great', 'honor', 'final', 'debate', 'polls', 'are', 'in', 'and', 'the', 'movement', 'wins']",['maga'],0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1
"Thank you! #TrumpWon #MAGA 
https://t.co/a5rr1i38km",False,2016-09-27T14:51:25,"['thank', 'you']",['maga'],0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1
".@DRUDGE_REPORT's First Presidential Debate Poll:
Trump: 80%
Clinton: 20%
Join the MOVEMENT today &amp; lets #MAGA!… https://t.co/B12lgC97tn",False,2016-09-27T05:54:42,"['s', 'first', 'presidential', 'debate', 'poll', 'trump', '80', 'clinton', '20', 'join', 'the', 'movement', 'today', 'amp', 'lets']",['maga'],0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1
"TIME #DebateNight poll - over 800,000 votes. Thank you! 
#AmericaFirst #MAGA https://t.co/bTPX9E0wKu",False,2016-09-27T05:36:33,"['time', 'poll', 'over', '800000', 'votes', 'thank', 'you']",['maga'],0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1
"Thank you Senator @TedCruz!
#Debates2016 #MAGA https://t.co/cgO6109USJ",False,2016-09-27T03:58:24,"['thank', 'you', 'senator']",['maga'],0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1
Hillary Clinton is the only candidate on stage who voted for the Iraq War. #Debates2016 #MAGA https://t.co/Um5WJXEEKr,False,2016-09-27T02:21:59,"['hillary', 'clinton', 'is', 'the', 'only', 'candidate', 'on', 'stage', 'who', 'voted', 'for', 'the', 'iraq', 'war']",['maga'],0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1
I will stand with police and protect ALL Americans! #Debates2016 #MAGA https://t.co/CX4oEWgEMp,False,2016-09-27T01:51:58,"['i', 'will', 'stand', 'with', 'police', 'and', 'protect', 'all', 'americans']",['maga'],0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1
"When @realDonaldTrump is POTUS, families are going to be safe and secure. Law and order will be RESTORED! #MAGA… https://t.co/4Qo9gV7mgc",True,2016-09-27T01:50:01,"['when', 'is', 'potus', 'families', 'are', 'going', 'to', 'be', 'safe', 'and', 'secure', 'law', 'and', 'order', 'will', 'be', 'restored']",['maga'],0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1
Today is the day! Knock on doors and make calls with us on National Day of Action! #TrumpTrain #MAGA… https://t.co/4iW06ROvsT,False,2016-09-24T11:06:32,"['today', 'is', 'the', 'day', 'knock', 'on', 'doors', 'and', 'make', 'calls', 'with', 'us', 'on', 'national', 'day', 'of', 'action']",['maga'],0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1
Tomorrow's the day! Knock on doors and make calls with us on National Day of Action! #TrumpTrain #MAGA… https://t.co/05NY0wJHkL,False,2016-09-23T15:57:47,"['tomorrows', 'the', 'day', 'knock', 'on', 'doors', 'and', 'make', 'calls', 'with', 'us', 'on', 'national', 'day', 'of', 'action']",['maga'],0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1
"Join me in Roanoke, Virginia on Saturday evening at 6pm! #MAGA
https://t.co/uKG55Pznwu",False,2016-09-22T14:45:45,"['join', 'me', 'in', 'roanoke', 'virginia', 'on', 'saturday', 'evening', 'at', '6pm']",['maga'],0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1
"Great new polls! Thank you Nevada, North Carolina &amp; Ohio. Join the MOVEMENT today &amp; lets #MAGA!… https://t.co/Y8Sb8MNyXA",False,2016-09-21T22:35:19,"['great', 'new', 'polls', 'thank', 'you', 'nevada', 'north', 'carolina', 'amp', 'ohio', 'join', 'the', 'movement', 'today', 'amp', 'lets']",['maga'],0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1
Great parade in The Villages- I love you all. We will #MAGA. Thank you for the incredible support-I will not forget! https://t.co/5qTDijU3hn,False,2016-09-16T21:01:27,"['great', 'parade', 'in', 'the', 'villages', 'i', 'love', 'you', 'all', 'we', 'will', 'thank', 'you', 'for', 'the', 'incredible', 'supporti', 'will', 'not', 'forget']",['maga'],0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1
Full transcript of economic plan- delivered to the Economic Club of New York. #MAGA https://t.co/xiu9AUiSSD https://t.co/Fsy1diPWjU,False,2016-09-15T17:12:03,"['full', 'transcript', 'of', 'economic', 'plan', 'delivered', 'to', 'the', 'economic', 'club', 'of', 'new', 'york']",['maga'],0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1
"Thank you to all of our law enforcement officers - across America! #LESM #MAGA 
https://t.co/Mcbc2JzhN2 https://t.co/4MTmR8kXVb",False,2016-09-15T14:50:08,"['thank', 'you', 'to', 'all', 'of', 'our', 'law', 'enforcement', 'officers', 'across', 'america']",['maga'],0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1
Thank you for having me! I enjoyed the tour and spending time with everyone. See you soon. #MAGA https://t.co/eNtS7IBPDo,False,2016-09-15T14:34:13,"['thank', 'you', 'for', 'having', 'me', 'i', 'enjoyed', 'the', 'tour', 'and', 'spending', 'time', 'with', 'everyone', 'see', 'you', 'soon']",['maga'],0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1
"Great poll out of Nevada- thank you! See you soon. #MAGA #AmericaFirst
https://t.co/3KWOl2ibaW https://t.co/27sR3MjjXc",False,2016-09-15T02:33:39,"['great', 'poll', 'out', 'of', 'nevada', 'thank', 'you', 'see', 'you', 'soon']",['maga'],0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1
"Great evening in Canton, Ohio-thank you! We are going to MAKE AMERICA GREAT AGAIN! Join us: 
https://t.co/3KWOl2ibaW https://t.co/4MvwUj9eX9",False,2016-09-15T00:57:20,"['great', 'evening', 'in', 'canton', 'ohiothank', 'you', 'we', 'are', 'going', 'to', 'make', 'america', 'great', 'again', 'join', 'us']",['make america great again'],0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1
"CHILD CARE REFORMS THAT WILL MAKE AMERICA GREAT AGAIN!
Transcript: https://t.co/rntyxBSb9J
https://t.co/5SWmxfVfto https://t.co/j389Quo4bg",False,2016-09-14T02:24:59,"['child', 'care', 'reforms', 'that', 'will', 'make', 'america', 'great', 'again', 'transcript']",['make america great again'],0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1
"Join me in Clive, Iowa tomorrow at noon! #AmericaFirst #MAGA
Tickets: https://t.co/TEY6BbCyxt https://t.co/l17uzRPyLs",False,2016-09-13T03:19:53,"['join', 'me', 'in', 'clive', 'iowa', 'tomorrow', 'at', 'noon', 'tickets']",['maga'],0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1
"Just got back from Asheville,  North Carolina, where we had a massive rally. The spirit of the crowd was unbelievable. Thank you!  #MAGA",False,2016-09-13T00:35:11,"['just', 'got', 'back', 'from', 'asheville', 'north', 'carolina', 'where', 'we', 'had', 'a', 'massive', 'rally', 'the', 'spirit', 'of', 'the', 'crowd', 'was', 'unbelievable', 'thank', 'you']",['maga'],0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,1
"Thank you Florida - we are going to MAKE AMERICA GREAT AGAIN! Join us: https://t.co/3KWOl2ibaW. 
#AmericaFirst https://t.co/vzKtRxzvwv",False,2016-09-10T02:31:43,"['thank', 'you', 'florida', 'we', 'are', 'going', 'to', 'make', 'america', 'great', 'again', 'join', 'us']",['make america great again'],0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1
"Thank you Ohio. Together, we will MAKE AMERICA GREAT AGAIN!
https://t.co/3KWOl20zMm https://t.co/n026nE4XIp",False,2016-09-09T23:19:33,"['thank', 'you', 'ohio', 'together', 'we', 'will', 'make', 'america', 'great', 'again']",['make america great again'],0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1
"MAKE AMERICA GREAT AGAIN!
#AmericaFirst #ImWithYou https://t.co/JIlNW7myEN",False,2016-09-09T21:10:51,"['make', 'america', 'great', 'again']",['make america great again'],0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1
